DATE,HOMETEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,AWAYTEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,CLASS
11/08/2018,POR,116,97,0.412,26,0.385,28,0.929,53,18,4,8,6,20,LAC,105,89,0.461,23,0.348,20,0.75,41,19,2,10,7,22,1
11/08/2018,GSW,111,87,0.483,28,0.357,22,0.773,38,31,5,6,18,22,MIL,134,101,0.515,35,0.257,27,0.778,46,33,11,7,12,23,-1
11/09/2018,ORL,117,86,0.512,31,0.419,19,0.842,41,26,8,6,15,18,WAS,108,82,0.512,27,0.407,19,0.684,35,24,8,3,18,18,1
11/09/2018,PHI,133,94,0.479,37,0.324,41,0.756,59,33,3,15,16,33,CHA,132,110,0.391,40,0.4,40,0.75,49,25,10,5,4,33,1
11/09/2018,ATL,109,79,0.456,28,0.25,40,0.75,53,17,6,2,16,21,DET,124,97,0.474,47,0.426,19,0.632,44,30,10,6,10,31,-1
11/09/2018,MIA,102,80,0.45,27,0.519,27,0.593,38,27,6,6,23,27,IND,110,79,0.544,20,0.35,29,0.586,39,20,10,5,18,26,-1
11/09/2018,DEN,110,87,0.46,18,0.278,34,0.735,54,20,3,5,12,28,BKN,112,88,0.409,33,0.364,42,0.667,42,21,7,9,8,24,-1
11/09/2018,UTA,123,77,0.558,34,0.382,30,0.8,45,29,4,4,16,21,BOS,115,88,0.443,43,0.395,22,0.909,28,31,11,3,8,20,1
11/09/2018,SAC,121,95,0.453,32,0.375,29,0.793,49,25,7,6,12,29,MIN,110,94,0.415,25,0.28,31,0.806,52,20,6,1,17,23,1
11/10/2018,TOR,128,79,0.532,35,0.4,40,0.75,46,24,8,4,15,20,NYK,112,96,0.458,22,0.273,22,0.818,47,18,12,6,14,26,1
11/10/2018,LAC,128,99,0.465,34,0.412,27,0.815,54,26,6,6,17,19,MIL,126,105,0.448,46,0.348,23,0.696,52,31,11,8,17,26,1
11/10/2018,NOP,119,86,0.488,25,0.44,29,0.828,54,28,7,7,18,18,PHX,99,86,0.407,36,0.278,20,0.95,37,16,10,7,14,27,1
11/10/2018,CHI,99,82,0.476,18,0.389,21,0.667,38,20,7,5,11,19,CLE,98,91,0.429,21,0.381,18,0.667,53,15,5,6,12,17,1
11/10/2018,MEM,112,103,0.437,30,0.367,15,0.733,45,16,9,3,11,18,PHI,106,85,0.518,31,0.258,16,0.625,48,27,10,6,23,20,1
11/10/2018,MIA,110,88,0.443,33,0.364,26,0.769,38,25,5,5,19,31,WAS,116,83,0.482,22,0.364,38,0.737,48,14,8,5,15,25,-1
11/10/2018,GSW,116,83,0.554,16,0.438,21,0.81,36,27,9,7,10,24,BKN,100,77,0.468,24,0.292,29,0.724,41,20,7,2,14,22,1
11/10/2018,SAS,96,74,0.446,20,0.5,27,0.741,46,17,3,5,15,20,HOU,89,90,0.333,41,0.22,29,0.69,49,11,10,5,8,24,1
11/10/2018,DAL,111,77,0.558,29,0.483,17,0.647,38,31,9,5,16,23,OKC,96,97,0.392,34,0.265,18,0.611,53,17,9,2,16,19,1
11/10/2018,SAC,86,92,0.348,25,0.24,20,0.8,50,11,7,5,19,20,LAL,101,99,0.414,38,0.316,17,0.412,59,23,11,3,14,20,-1
11/11/2018,DET,103,104,0.365,44,0.273,19,0.789,51,21,5,4,10,18,CHA,113,85,0.506,28,0.393,18,0.889,46,24,6,8,12,26,-1
11/11/2018,HOU,115,74,0.486,47,0.426,32,0.719,38,18,6,5,15,22,IND,103,78,0.462,29,0.379,26,0.769,35,24,10,6,13,22,1
11/11/2018,NYK,89,88,0.352,28,0.179,30,0.733,54,13,4,15,19,21,ORL,115,98,0.449,42,0.405,11,0.909,52,31,10,9,11,21,-1
11/11/2018,DEN,114,89,0.461,38,0.474,20,0.7,39,27,8,5,10,16,MIL,121,84,0.571,34,0.5,13,0.615,41,27,10,7,12,17,-1
11/11/2018,POR,100,86,0.453,36,0.389,10,0.8,55,22,4,2,21,14,BOS,94,93,0.387,42,0.333,10,0.8,42,19,11,5,12,16,1
11/11/2018,LAL,107,92,0.424,38,0.368,24,0.625,48,28,12,9,22,23,ATL,106,95,0.432,37,0.351,13,0.846,44,25,11,4,17,23,1
11/12/2018,WAS,117,79,0.506,33,0.394,33,0.727,41,24,8,7,10,17,ORL,109,89,0.483,30,0.5,11,0.727,34,28,5,6,12,28,1
11/12/2018,MIA,114,77,0.481,31,0.419,33,0.818,40,19,5,6,15,30,PHI,124,83,0.47,36,0.417,39,0.795,42,24,5,0,9,24,-1
11/12/2018,TOR,110,97,0.402,45,0.289,22,0.864,43,22,9,5,10,20,NOP,126,99,0.545,27,0.37,13,0.615,54,30,2,4,13,20,-1
11/12/2018,CHI,98,89,0.393,33,0.242,22,0.909,45,16,11,3,17,26,DAL,103,79,0.468,33,0.303,29,0.655,49,18,11,7,19,22,-1
11/12/2018,MEM,88,79,0.418,24,0.167,23,0.783,42,19,7,9,16,28,UTA,96,82,0.39,32,0.281,30,0.767,49,19,7,6,15,25,-1
11/12/2018,MIN,120,80,0.525,23,0.435,31,0.839,52,26,8,6,23,17,BKN,113,101,0.396,50,0.36,22,0.682,42,28,10,2,13,29,1
11/12/2018,OKC,118,92,0.467,27,0.481,20,0.95,42,23,12,6,13,15,PHX,101,81,0.481,26,0.269,19,0.842,37,25,5,5,18,21,1
11/12/2018,SAC,104,86,0.5,24,0.458,12,0.583,45,27,12,3,12,20,SAS,99,87,0.437,31,0.323,16,0.813,43,25,5,4,15,12,1
11/12/2018,LAC,121,91,0.473,20,0.25,34,0.882,49,23,11,5,15,23,GSW,116,94,0.468,31,0.387,23,0.696,46,27,7,8,17,25,1
11/13/2018,CLE,113,85,0.529,24,0.542,12,0.833,60,23,5,3,19,20,CHA,89,95,0.347,41,0.195,19,0.789,37,22,12,4,9,11,1
11/13/2018,DEN,99,76,0.5,25,0.44,16,0.75,31,27,11,2,16,20,HOU,109,71,0.549,37,0.351,26,0.692,32,23,7,6,14,20,-1
11/13/2018,GSW,110,91,0.429,27,0.444,21,0.952,48,28,8,6,13,20,ATL,103,89,0.449,32,0.375,15,0.733,42,25,9,2,14,18,1
11/14/2018,ORL,111,80,0.5,28,0.429,22,0.864,37,23,7,4,10,21,PHI,106,86,0.477,29,0.483,15,0.667,41,32,2,3,14,21,1
11/14/2018,WAS,119,92,0.478,40,0.325,26,0.692,44,30,17,3,18,25,CLE,95,77,0.455,21,0.19,31,0.677,42,22,12,6,23,23,1
11/14/2018,BOS,111,90,0.467,34,0.441,14,0.857,51,27,12,5,13,12,CHI,82,84,0.393,23,0.304,9,1,47,16,8,3,22,16,1
11/14/2018,BKN,107,101,0.406,28,0.286,24,0.708,46,17,10,2,15,29,MIA,120,85,0.541,29,0.276,28,0.714,47,23,6,6,17,27,-1
11/14/2018,TOR,104,92,0.489,20,0.2,17,0.588,49,23,9,3,20,19,DET,106,91,0.484,33,0.303,13,0.615,39,24,8,5,17,24,-1
11/14/2018,MIL,113,81,0.506,35,0.257,27,0.815,44,22,5,8,16,22,MEM,116,83,0.506,36,0.389,24,0.75,34,24,8,4,12,20,-1
11/14/2018,MIN,107,90,0.411,32,0.438,24,0.792,47,29,14,6,15,22,NOP,100,94,0.426,28,0.321,18,0.611,46,25,7,6,18,21,1
11/14/2018,OKC,128,95,0.537,33,0.485,12,0.833,47,32,11,7,16,21,NYK,103,88,0.443,26,0.269,23,0.783,36,18,8,8,18,17,1
11/14/2018,DAL,118,77,0.584,28,0.429,24,0.667,51,24,12,6,19,19,UTA,68,81,0.309,35,0.171,19,0.632,33,16,11,3,21,21,1
11/14/2018,PHX,116,84,0.56,31,0.484,8,0.875,38,27,9,4,16,23,SAS,96,83,0.422,23,0.304,24,0.792,43,16,7,4,18,12,1
11/14/2018,LAL,126,93,0.473,32,0.469,26,0.885,48,25,11,6,13,18,POR,117,93,0.441,33,0.424,23,0.913,47,24,8,10,14,21,1
11/15/2018,HOU,107,87,0.402,47,0.34,26,0.808,41,20,8,4,5,21,GSW,86,76,0.421,18,0.222,22,0.818,44,18,2,5,16,24,1
11/15/2018,DEN,138,94,0.564,31,0.419,25,0.76,56,34,12,6,15,24,ATL,93,92,0.348,42,0.214,27,0.741,43,20,7,5,19,22,1
11/15/2018,LAC,116,85,0.471,23,0.348,35,0.8,50,23,2,3,12,25,SAS,111,102,0.402,29,0.31,23,0.8,45,19,7,6,5,24,1
11/16/2018,BOS,123,89,0.528,26,0.346,24,0.833,46,25,9,6,18,23,TOR,116,97,0.433,29,0.276,29,0.828,43,20,12,4,13,23,1
11/16/2018,IND,99,81,0.444,27,0.519,15,0.867,47,22,10,6,19,14,MIA,91,93,0.376,36,0.389,10,0.7,51,21,10,5,16,16,1
11/16/2018,PHI,113,81,0.506,23,0.478,32,0.625,41,25,7,5,17,27,UTA,107,88,0.466,22,0.182,37,0.568,39,15,10,4,13,25,1
11/16/2018,WAS,104,87,0.425,18,0.167,34,794,47,18,5,4,13,23,BKN,115,90,0.422,33,0.273,38,0.789,47,19,8,3,11,24,-1
11/16/2018,MEM,112,85,0.506,25,0.44,24,0.625,40,24,11,5,13,23,SAC,104,80,0.463,33,0.364,24,0.75,42,23,9,2,21,24,1
11/16/2018,MIN,112,92,0.5,28,0.429,11,0.727,43,28,11,4,12,16,POR,96,88,0.42,29,0.276,20,0.7,48,16,6,1,18,14,1
11/16/2018,NOP,129,99,0.485,34,0.294,32,0.719,54,27,5,5,15,25,NYK,124,98,0.49,34,0.324,24,0.708,44,15,10,6,13,31,1
11/16/2018,MIL,123,93,0.505,43,0.419,17,0.647,55,28,8,8,16,14,CHI,104,94,0.436,33,0.394,13,0.692,36,22,8,3,12,15,1
11/17/2018,BKN,119,88,0.455,28,0.464,34,0.765,47,25,4,5,11,22,LAC,127,95,0.505,23,0.478,24,0.833,38,23,4,1,8,25,-1
11/17/2018,CHA,119,99,0.424,31,0.323,27,0.926,49,23,10,3,17,29,PHI,122,93,0.419,35,0.314,38,0.868,53,23,9,6,19,24,-1
11/17/2018,IND,97,87,0.402,30,0.4,21,0.714,53,25,11,6,22,26,ATL,89,87,0.356,29,0.276,27,0.704,41,20,15,6,18,24,1
11/17/2018,NOP,125,87,0.483,25,0.4,34,0.912,46,29,6,8,11,18,DEN,115,95,0.484,39,0.385,13,0.615,43,30,5,6,13,23,1
11/17/2018,ORL,130,93,0.538,32,0.344,23,0.826,41,28,5,8,13,23,LAL,117,90,0.478,30,0.333,25,0.84,41,22,5,6,14,20,1
11/17/2018,BOS,86,91,0.385,33,0.152,20,0.55,51,16,11,4,14,22,UTA,98,78,0.449,38,0.289,27,0.63,46,23,11,4,14,23,-1
11/17/2018,CHI,83,86,0.349,27,0.296,21,0.714,34,21,13,3,22,19,TOR,122,89,0.539,35,0.4,13,0.923,54,31,14,10,23,24,-1
11/17/2018,HOU,132,81,0.568,47,0.426,24,0.833,41,27,9,10,22,20,SAC,112,102,0.451,35,0.314,12,0.75,39,23,10,3,14,21,1
11/17/2018,DAL,112,86,0.465,34,0.294,34,0.647,46,18,6,5,10,18,GSW,109,94,0.447,33,0.273,17,0.941,47,24,6,6,12,27,1
11/17/2018,PHX,100,82,0.451,29,0.414,21,0.667,31,25,14,6,14,28,OKC,110,85,0.447,24,0.292,32,0.844,52,17,9,7,18,20,-1
11/18/2018,MIN,87,80,0.388,29,0.414,16,0.813,49,20,8,3,20,20,MEM,100,82,0.427,28,0.429,25,0.72,43,26,11,9,12,20,-1
11/18/2018,MIA,97,87,0.402,32,0.406,19,0.737,48,20,3,5,12,21,LAL,113,95,0.442,27,0.407,21,0.857,50,16,7,5,9,19,-1
11/18/2018,ORL,131,84,0.571,32,0.406,26,0.846,35,35,5,6,15,26,NYK,117,87,0.46,24,0.333,35,0.829,42,12,7,2,14,26,1
11/18/2018,WAS,109,96,0.448,32,0.406,21,0.476,43,28,4,9,11,30,POR,119,86,0.453,30,0.367,35,0.857,5,26,4,3,15,25,-1
11/18/2018,SAS,104,92,0.446,24,0.417,17,0.706,48,24,3,5,10,18,GSW,92,86,0.407,26,0.192,21,0.81,46,20,6,4,11,17,1
11/19/2018,CHA,117,89,0.483,41,0.366,22,0.727,44,18,5,3,13,16,BOS,112,89,0.506,32,0.281,18,0.722,41,31,9,6,12,22,1
11/19/2018,DET,113,89,0.461,38,0.342,19,0.947,50,26,5,4,10,27,CLE,102,79,0.443,21,0.381,34,0.706,36,16,8,3,9,22,1
11/19/2018,IND,121,93,0.527,25,0.48,17,0.647,44,35,13,3,9,17,UTA,94,74,0.486,25,0.44,16,0.688,36,26,6,10,18,18,1
11/19/2018,PHI,119,84,0.488,22,0.273,42,0.738,53,24,8,1,19,27,PHX,114,87,0.506,33,0.394,24,0.542,31,25,9,4,13,34,1
11/19/2018,ATL,119,101,0.446,38,0.316,19,0.895,51,29,6,6,14,38,LAC,127,93,0.43,33,0.303,47,0.787,52,24,9,8,15,22,-1
11/19/2018,MEM,98,79,0.468,30,0.4,14,0.857,45,29,8,11,15,21,DAL,88,88,0.341,32,0.313,21,0.857,43,17,8,4,9,19,1
11/19/2018,MIL,104,88,0.455,36,0.306,22,0.591,51,21,8,3,15,16,DEN,98,94,0.426,41,0.293,9,0.667,43,30,6,4,17,20,1
11/19/2018,NOP,140,102,0.578,26,0.385,14,0.857,42,34,10,5,10,23,SAS,126,94,0.479,24,0.5,30,0.8,44,22,7,0,15,20,1
11/19/2018,SAC,117,102,0.441,38,0.421,17,0.647,59,29,7,4,15,18,OKC,113,108,0.417,41,0.293,16,0.688,53,22,8,3,13,22,1
11/20/2018,ORL,91,84,0.405,30,0.267,19,0.789,49,24,5,4,14,11,TOR,93,87,0.448,34,0.265,8,0.75,43,23,7,5,16,19,-1
11/20/2018,WAS,125,93,0.43,39,0.333,39,0.821,44,27,11,8,7,20,LAC,118,89,0.517,27,0.407,18,0.833,44,20,6,4,17,28,1
11/20/2018,MIA,92,100,0.36,32,0.219,20,0.65,52,18,5,6,14,24,BKN,104,88,0.432,31,0.258,26,0.769,53,17,6,4,11,21,-1
11/20/2018,NYK,114,83,0.506,29,0.448,22,0.773,42,22,8,5,15,15,POR,118,95,0.474,35,0.457,17,0.706,43,25,8,4,11,19,-1
11/21/2018,CHA,127,80,0.563,29,0.621,22,0.864,36,30,7,3,12,15,IND,109,84,0.488,33,0.333,17,0.941,37,26,5,7,14,19,1
11/21/2018,PHI,121,98,0.449,29,0.345,26,0.885,47,27,7,7,16,26,NOP,120,98,0.429,30,0.367,33,0.758,54,24,8,8,15,21,1
11/21/2018,ATL,108,93,0.452,36,0.278,18,0.778,34,24,10,7,9,21,TOR,124,90,0.533,29,0.379,23,0.739,55,33,6,1,17,21,-1
11/21/2018,BOS,109,97,0.392,33,0.303,32,0.719,50,30,10,9,8,16,NYK,117,89,0.494,30,0.5,17,0.824,49,25,3,11,17,24,-1
11/21/2018,CHI,124,81,0.568,25,0.44,24,0.875,39,28,8,2,17,19,PHX,116,98,0.49,34,0.294,10,1,36,28,9,5,13,20,1
11/21/2018,CLE,105,102,0.382,34,0.382,15,0.933,46,18,3,2,3,22,LAL,109,78,0.513,25,0.36,28,0.714,51,23,2,9,15,20,-1
11/21/2018,HOU,126,72,0.556,33,0.394,36,0.917,36,18,8,7,15,25,DET,124,85,0.471,34,0.471,37,0.757,37,20,8,1,16,26,1
11/21/2018,MIL,143,108,0.528,45,0.333,17,0.824,59,34,8,2,14,23,POR,100,93,0.366,41,0.22,28,0.821,40,13,8,6,17,20,1
11/21/2018,MIN,101,79,0.443,32,0.281,26,0.846,40,24,8,3,17,15,DEN,103,89,0.472,35,0.4,6,0.833,40,29,12,4,13,22,-1
11/21/2018,DAL,119,78,0.487,27,0.407,41,0.78,45,21,10,3,13,20,BKN,113,94,0.447,42,0.333,21,0.714,42,23,8,2,14,31,1
11/21/2018,SAS,103,82,0.427,22,0.318,30,0.867,43,21,4,5,8,20,MEM,104,81,0.481,25,0.32,21,0.857,40,21,4,7,9,25,-1
11/21/2018,UTA,110,88,0.432,39,0.308,31,0.71,46,21,7,7,10,21,SAC,119,89,0.528,25,0.44,19,0.737,48,27,5,4,11,30,-1
11/21/2018,GSW,95,83,0.434,29,0.241,24,0.667,42,24,7,10,17,18,OKC,123,106,0.481,35,0.371,15,0.533,61,29,10,5,10,23,-1
11/23/2018,BKN,102,79,0.418,45,0.311,26,0.846,46,26,2,4,18,22,MIN,112,92,0.478,25,0.36,17,0.882,38,25,15,4,7,20,-1
11/23/2018,LAC,112,94,0.426,23,0.348,27,0.889,48,26,6,5,11,23,MEM,107,92,0.457,27,0.333,18,0.778,47,29,6,7,16,29,1
11/23/2018,DET,116,88,0.455,27,0.259,40,0.725,49,18,11,5,13,18,HOU,111,98,0.418,36,0.278,21,0.905,44,22,6,7,14,26,1
11/23/2018,ATL,96,81,0.432,35,0.171,29,0.69,40,22,9,7,20,26,BOS,114,91,0.462,40,0.325,21,0.81,43,31,11,7,16,29,-1
11/23/2018,NYK,114,91,0.451,33,0.364,27,0.741,46,22,9,10,8,26,NOP,109,101,0.396,28,0.25,29,0.759,55,26,5,5,14,22,1
11/23/2018,PHI,112,75,0.533,33,0.364,26,0.769,31,27,5,2,10,20,CLE,121,93,0.527,22,0.5,16,0.75,42,16,7,1,8,25,-1
11/23/2018,TOR,125,93,0.495,39,0.436,19,0.842,50,32,5,6,15,23,WAS,107,100,0.4,46,0.196,19,0.847,44,28,8,7,12,16,1
11/23/2018,CHI,96,94,0.372,28,0.25,20,0.95,51,23,8,6,17,23,MIA,103,87,0.425,34,0.294,31,0.613,48,20,10,11,14,21,-1
11/23/2018,IND,100,99,0.465,24,0.125,9,0.556,45,31,9,2,12,22,SAS,111,83,0.506,21,0.476,24,0.708,46,28,3,4,15,19,-1
11/23/2018,OKC,109,93,0.441,33,0.333,24,0.667,46,24,6,2,14,18,CHA,104,94,0.457,31,0.194,14,0.857,46,24,8,5,13,21,1
11/23/2018,MIL,114,87,0.483,44,0.227,30,0.667,42,30,6,7,14,17,PHX,116,90,0.5,26,0.346,22,0.773,40,21,8,4,11,25,-1
11/23/2018,DEN,112,93,0.473,28,0.321,17,0.882,51,33,10,5,11,20,ORL,87,79,0.405,32,0.25,19,0.789,37,24,7,2,13,19,1
11/23/2018,GSW,125,85,0.565,32,0.531,16,0.75,43,29,11,10,15,22,POR,97,93,0.409,24,0.375,22,0.545,39,22,9,2,13,16,1
11/23/2018,LAL,90,79,0.456,23,0.304,18,0.611,47,10,11,5,23,20,UTA,83,85,0.388,23,0.174,17,0.765,41,22,12,3,19,21,1
11/24/2018,CLE,117,90,0.489,22,0.318,29,0.759,49,15,11,2,13,24,HOU,108,74,0.5,39,0.385,28,0.679,31,18,5,4,16,19,1
11/24/2018,MIN,111,103,0.408,34,0.206,23,0.87,59,22,7,5,13,23,CHI,96,81,0.395,33,0.303,31,0.71,40,22,7,4,13,19,1
11/24/2018,OKC,98,103,0.359,39,0.231,23,0.652,54,22,9,5,10,24,DEN,105,95,0.411,30,0.333,24,0.708,54,26,6,9,14,20,-1
11/24/2018,WAS,124,90,0.567,29,0.345,23,0.522,45,30,12,9,14,16,NOP,114,90,0.478,31,0.355,21,0.81,43,23,10,3,16,21,1
11/24/2018,DAL,113,87,0.483,41,0.39,21,0.619,43,27,12,3,16,16,BOS,104,86,0.477,28,0.357,13,0.923,42,19,8,3,17,21,1
11/24/2018,GSW,117,88,0.466,34,0.294,29,0.862,54,28,5,6,14,24,SAC,116,97,0.433,28,0.393,29,0.724,47,28,6,4,8,22,1
11/24/2018,MIL,135,86,0.57,40,0.375,29,0.759,41,30,7,3,13,22,SAS,129,92,0.533,21,0.476,28,0.75,39,27,8,3,10,21,1
11/25/2018,LAL,104,79,0.468,26,0.385,31,0.645,42,22,9,10,18,17,ORL,108,93,0.452,31,0.355,14,0.929,45,31,8,5,13,22,-1
11/25/2018,DET,118,93,0.462,41,0.39,25,0.64,41,30,9,0,12,19,PHX,107,82,0.512,25,0.32,21,0.714,42,22,6,6,17,22,1
11/25/2018,ATL,124,94,0.532,39,0.41,11,0.727,41,34,5,9,15,23,CHA,123,92,0.446,45,0.4,28,0.821,42,30,8,4,10,15,1
11/25/2018,BKN,125,88,0.568,25,0.4,20,0.75,43,19,2,4,16,25,PHI,127,91,0.484,29,0.414,33,0.818,42,28,9,6,9,22,-1
11/25/2018,MEM,98,86,0.442,30,0.367,19,0.579,41,27,5,19,7,23,NYK,103,91,0.374,22,0.364,32,0.844,56,17,4,5,7,21,-1
11/25/2018,TOR,125,90,0.522,35,0.314,25,0.8,47,25,4,7,9,21,MIA,115,95,0.411,36,0.417,32,0.688,46,21,6,5,7,22,1
11/25/2018,SAC,112,85,0.471,23,0.391,31,0.742,36,20,10,7,17,25,UTA,133,92,0.533,30,0.333,33,0.758,49,30,11,5,18,26,-1
11/25/2018,POR,100,97,0.433,38,0.211,10,0.8,58,18,2,5,12,24,LAC,104,90,0.422,25,0.2,34,0.676,48,15,9,5,4,13,-1
11/26/2018,CHA,110,81,0.469,29,0.448,30,0.7,44,21,9,5,11,22,MIL,107,90,0.411,46,0.348,21,0.81,48,25,7,5,14,22,1
11/26/2018,CLE,95,86,0.419,31,0.323,14,0.929,40,24,4,3,16,18,MIN,102,86,0.465,26,0.308,19,0.737,39,18,8,8,8,18,-1
11/26/2018,WAS,135,89,0.562,29,0.379,32,0.75,38,29,7,7,13,29,HOU,131,97,0.474,48,0.375,27,0.778,48,22,8,5,19,31,1
11/26/2018,CHI,107,90,0.467,33,0.424,11,0.818,43,23,6,5,11,12,SAS,108,93,0.484,30,0.333,9,0.889,46,29,7,2,10,16,-1
11/26/2018,NOP,107,77,0.442,32,0.375,29,0.931,40,21,8,5,22,20,BOS,124,97,0.495,39,0.487,10,0.9,42,27,14,4,13,25,-1
11/26/2018,UTA,88,81,0.42,31,0.258,17,0.706,38,25,10,4,17,17,IND,121,84,0.583,18,0.5,17,0.824,39,33,13,4,16,17,-1
11/26/2018,GSW,116,84,0.488,35,0.371,23,0.913,46,21,8,7,14,19,ORL,110,90,0.444,30,0.467,21,0.762,34,28,11,2,11,21,1
11/27/2018,DET,115,80,0.475,24,0.292,45,0.711,48,20,5,7,13,26,NYK,108,91,0.396,27,0.333,32,0.844,50,16,5,5,13,31,1
11/27/2018,MIA,113,87,0.46,38,0.342,30,0.667,43,22,20,3,20,25,ATL,115,80,0.475,31,0.387,32,0.844,46,22,13,7,24,24,-1
11/27/2018,MEM,114,85,0.506,29,0.345,21,0.857,35,27,9,5,13,23,TOR,122,69,0.609,33,0.545,28,0.714,31,25,5,5,15,18,-1
11/27/2018,DEN,117,97,0.485,25,0.36,15,0.933,60,28,7,4,11,17,LAL,85,87,0.391,35,0.143,18,0.667,39,19,5,8,12,19,1
11/27/2018,PHX,104,92,0.446,30,0.333,18,0.667,45,20,8,6,8,17,IND,109,90,0.422,26,0.433,29,0.759,55,25,8,6,12,13,-1
11/28/2018,CHA,108,83,0.458,20,0.2,37,0.757,44,20,15,5,14,21,ATL,94,93,0.344,44,0.25,22,0.864,54,20,11,8,19,25,1
11/28/2018,PHI,117,87,0.54,25,0.48,16,0.688,50,34,7,5,16,19,NYK,91,92,0.348,29,0.207,22,0.955,41,14,11,5,13,21,1
11/28/2018,BKN,91,86,0.349,30,0.367,28,0.714,48,11,12,5,20,20,UTA,101,82,0.476,28,0.321,21,0.667,48,17,10,6,19,25,-1
11/28/2018,HOU,108,87,0.46,45,0.289,23,0.652,38,28,10,5,16,26,DAL,128,85,0.541,34,0.5,24,0.792,37,27,10,7,14,17,-1
11/28/2018,MIL,116,87,0.494,35,0.343,24,0.75,48,29,6,8,12,23,CHI,113,89,0.449,37,0.297,29,0.759,45,28,9,3,11,23,1
11/28/2018,MIN,128,99,0.505,41,0.439,15,0.667,48,33,12,6,8,18,SAS,89,87,0.391,27,0.296,13,1,46,23,1,8,18,17,1
11/28/2018,NOP,125,95,0.484,36,0.306,28,0.786,64,24,10,5,20,20,WAS,104,95,0.432,39,0.333,16,0.563,38,26,12,2,16,22,1
11/28/2018,OKC,100,86,0.477,27,0.222,15,0.8,50,25,5,11,13,18,CLE,83,89,0.393,23,0.391,9,0.444,43,20,4,1,12,19,1
11/28/2018,POR,115,85,0.435,39,0.487,32,0.688,47,24,8,1,11,17,ORL,112,81,0.519,30,0.467,15,0.933,37,28,3,8,14,20,1
11/28/2018,LAC,115,86,0.465,21,0.524,32,0.75,56,21,6,7,21,17,PHX,99,89,0.438,26,0.308,18,0.722,34,20,17,6,16,24,1
11/29/2018,TOR,131,90,0.522,38,0.395,24,0.917,37,25,5,6,14,23,GSW,128,103,0.485,30,0.367,20,0.85,46,27,6,5,14,22,1
11/29/2018,LAL,104,86,0.488,24,0.292,23,0.565,50,25,8,11,18,23,IND,96,86,0.372,23,0.435,27,0.815,44,23,14,4,17,22,1
11/29/2018,SAC,121,96,0.479,24,0.292,26,0.846,48,26,4,2,11,25,LAC,133,90,0.556,28,0.429,28,0.75,38,25,7,5,9,21,-1
11/30/2018,BOS,128,92,0.533,31,0.548,16,0.813,47,30,4,4,10,27,CLE,95,77,0.39,22,0.318,35,0.8,36,18,5,1,13,21,1
11/30/2018,CHA,111,95,0.495,28,0.321,13,0.615,38,19,8,3,8,17,UTA,119,81,0.543,40,0.45,18,0.722,41,32,5,5,14,13,-1
11/30/2018,DET,107,92,0.446,34,0.382,16,0.75,52,24,5,5,13,17,CHI,88,86,0.43,21,0.143,14,0.786,40,25,5,7,15,20,1
11/30/2018,PHI,123,98,0.439,38,0.316,33,0.758,58,28,11,7,12,17,WAS,98,92,0.42,28,0.286,19,0.841,42,22,10,4,15,20,1
11/30/2018,BKN,125,94,0.447,44,0.364,30,0.833,51,26,7,4,16,28,MEM,131,101,0.495,30,0.4,22,0.864,45,27,8,6,17,23,-1
11/30/2018,MIA,106,93,0.43,33,0.333,24,0.625,46,22,10,4,10,24,NOP,101,82,0.427,28,0.214,29,0.862,46,25,4,8,16,22,1
11/30/2018,OKC,124,88,0.523,41,0.439,15,0.933,46,30,12,7,20,24,ATL,109,96,0.448,36,0.306,20,0.6,42,26,15,3,21,12,1
11/30/2018,SAS,105,86,0.453,28,0.357,20,0.85,41,24,4,4,13,18,HOU,136,98,0.5,54,0.407,20,0.8,49,32,9,6,5,22,-1
11/30/2018,PHX,85,84,0.405,28,0.25,14,0.714,40,22,5,0,12,15,ORL,99,82,0.476,27,0.296,18,0.722,44,23,7,5,12,16,-1
11/30/2018,LAL,114,86,0.488,30,0.3,32,0.656,47,23,8,3,17,29,DAL,103,86,0.395,39,0.256,34,0.735,46,20,9,4,16,25,1
11/30/2018,POR,112,85,0.529,22,0.273,21,0.762,44,19,7,6,14,23,DEN,113,87,0.46,30,0.467,26,0.731,41,28,11,3,11,21,-1
12/01/2018,NYK,136,96,0.531,34,0.588,21,0.667,41,30,5,2,16,23,MIL,134,94,0.489,42,0.429,31,0.774,51,28,11,4,16,25,1
12/01/2018,DET,111,98,0.439,35,0.343,20,0.65,47,22,8,2,11,21,GSW,102,85,0.459,26,0.231,21,0.857,44,23,6,5,14,22,1
12/01/2018,WAS,102,79,0.519,26,0.308,18,0.667,38,19,8,3,13,21,BKN,88,91,0.37,33,0.242,25,0.8,42,19,8,2,17,17,1
12/01/2018,CLE,95,88,0.386,22,0.227,25,0.88,44,14,6,0,11,23,TOR,106,80,0.488,26,0.269,24,0.84,42,15,5,5,10,19,-1
12/01/2018,HOU,121,84,0.5,41,0.39,30,0.7,47,23,8,7,14,21,CHI,105,88,0.443,32,0.25,24,0.792,41,15,11,6,13,22,1
12/01/2018,MIN,109,82,0.451,28,0.321,32,0.813,39,19,6,2,16,18,BOS,118,85,0.471,44,0.386,21,1,40,30,9,3,14,25,-1
